Team 1,Team 2,Result,Margin,Road?,Win,Qual Win,SOS,Conf,Total
UNLV,Nevada,WIN,25,Road,4,2,0,0,6
Fresno State,San José State,WIN,27,Road,4,2,0,0,6
Hawai'i,Wyoming,WIN,20,Home,4,2,0,0,6
Kansas State,Colorado,WIN,10,Home,4,0,0,1,5
Michigan State,Maryland,WIN,10,Home,4,0,0,1,5
Louisiana,UL Monroe,WIN,3,Home,4,0,0,0,4
Massachusetts,Bowling Green,LOSS,31,Home,0,0,0,0,0
Eastern Michigan,Western Michigan,LOSS,10,Home,0,0,0,0,0
Memphis,Navy,LOSS,11,Home,0,0,0,0,0
Purdue,Indiana,LOSS,53,Home,0,0,0,0,0
Texas A&M,Texas,LOSS,10,Road,0,0,0,0,0
Georgia Tech,Georgia,LOSS,7,Home,0,0,0,0,0
Mississippi State,Ole Miss,LOSS,19,Home,0,0,0,0,0
Kansas,Utah,LOSS,10,Home,0,0,0,0,0
Arizona State,Arizona,LOSS,16,Home,0,0,0,0,0
Nebraska,Iowa,LOSS,24,Home,0,0,0,0,0
Buffalo,Ohio,LOSS,5,Home,0,0,0,0,0
Northern Illinois,Kent State,LOSS,4,Home,0,0,0,0,0
Colorado State,Air Force,LOSS,21,Home,0,0,0,0,0
San Diego State,New Mexico,LOSS,6,Road,0,0,0,0,0
Temple,North Texas,LOSS,27,Road,0,0,0,0,0
Utah State,Boise State,LOSS,1,Home,0,0,0,0,0
Michigan,Ohio State,LOSS,18,Home,0,0,0,0,0
West Virginia,Texas Tech,LOSS,49,Home,0,0,0,0,0
Washington,Oregon,LOSS,12,Home,0,0,0,0,0
LSU,Oklahoma,LOSS,4,Road,0,0,0,0,0
Stanford,Notre Dame,LOSS,29,Home,0,0,0,0,0
Auburn,Alabama,LOSS,7,Home,0,0,0,0,0
UCF,BYU,LOSS,20,Road,0,0,0,0,0
Pittsburgh,Miami,LOSS,31,Home,0,0,0,0,0
Tennessee,Vanderbilt,LOSS,21,Home,0,0,0,0,0
UCLA,USC,LOSS,19,Road,0,0,0,0,0
Virginia Tech,Virginia,LOSS,20,Road,0,0,0,0,0
SMU,California,LOSS,3,Road,0,0,0,0,0
Charlotte,Tulane,LOSS,27,Road,0,0,0,0,0
Kentucky,Louisville,LOSS,41,Road,0,0,0,0,0
South Carolina,Clemson,LOSS,14,Home,0,0,0,0,0
Baylor,Houston,LOSS,7,Home,0,0,0,0,0
Colorado,Kansas State,LOSS,10,Road,0,0,0,0,0
Oklahoma State,Iowa State,LOSS,7,Home,0,0,0,0,0
Florida Atlantic,East Carolina,LOSS,39,Home,0,0,0,0,0
Central Michigan,Toledo,LOSS,18,Home,0,0,0,0,0
Ball State,Miami (OH),LOSS,21,Road,0,0,0,0,0
UTEP,Delaware,LOSS,30,Road,0,0,0,0,0
Sam Houston,Florida International,LOSS,40,Home,0,0,0,0,0
Marshall,Georgia Southern,LOSS,5,Home,0,0,0,0,0
Western Kentucky,Jacksonville State,LOSS,3,Road,0,0,0,0,0
Missouri State,Louisiana Tech,LOSS,12,Home,0,0,0,0,0
Georgia State,Old Dominion,LOSS,17,Road,0,0,0,0,0
App State,Arkansas State,LOSS,1,Home,0,0,0,0,0
Syracuse,Boston College,LOSS,22,Home,0,0,0,0,0
New Mexico State,Middle Tennessee,LOSS,7,Home,0,0,0,0,0
UL Monroe,Louisiana,LOSS,3,Road,0,0,0,0,0
South Alabama,Texas State,LOSS,23,Road,0,0,0,0,0
Tulsa,UAB,LOSS,7,Home,0,0,0,0,0
Arkansas,Missouri,LOSS,14,Home,0,0,0,0,0
Wisconsin,Minnesota,LOSS,10,Road,0,0,0,0,0
Rutgers,Penn State,LOSS,4,Home,0,0,0,0,0
Wake Forest,Duke,LOSS,17,Road,0,0,0,0,0
Cincinnati,TCU,LOSS,22,Road,0,0,0,0,0
Liberty,Kennesaw State,LOSS,6,Home,0,0,0,0,0
Southern Miss,Troy,LOSS,10,Home,0,0,0,0,0
UTSA,Army,LOSS,3,Home,0,0,0,0,0
Coastal Carolina,James Madison,LOSS,49,Home,0,0,0,0,0
Florida State,Florida,LOSS,19,Road,0,0,0,0,0
Oregon State,Washington State,LOSS,24,Road,0,0,0,0,0
Maryland,Michigan State,LOSS,10,Road,0,0,0,0,0
Rice,South Florida,LOSS,49,Road,0,0,0,0,0
Northwestern,Illinois,LOSS,7,Road,0,0,0,0,0
North Carolina,NC State,LOSS,23,Road,0,0,0,0,0
Nevada,UNLV,LOSS,25,Home,0,0,0,0,0
San José State,Fresno State,LOSS,27,Home,0,0,0,0,0
Wyoming,Hawai'i,LOSS,20,Road,0,0,0,0,0
